_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
7921,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7922,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.32,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7923,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.78,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7924,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.78,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7925,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.78,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7926,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7927,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7928,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7929,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7930,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.26,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7931,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7932,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7933,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7934,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.92,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7935,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7936,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7937,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.81,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7938,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.98,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7939,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7940,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7941,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7942,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7943,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7944,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7945,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.98,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7946,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7947,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.85,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7948,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.88,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7949,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.88,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7950,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.79,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7951,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7952,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.91,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7953,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.81,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7954,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.86,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7955,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.29,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7956,police-facility-locations,1,1,0,0.65,0.9,0.7,0.56,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7957,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.88,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7958,red-light-cameras,1,0.72,1,0.12,0.9,0.71,0.59,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7959,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7960,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.24,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7961,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.8,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7962,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7963,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.79,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7964,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.58,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7965,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.91,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7966,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.17,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7967,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.53,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7968,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.7,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7969,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7970,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7971,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7972,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7973,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7974,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7975,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7976,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.61,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7977,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.62,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7978,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.63,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7979,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.69,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7980,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.62,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7981,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.59,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7982,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7983,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7984,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7985,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.34,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7986,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7987,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7988,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7989,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7990,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7991,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.35,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8009,apartment-building-evaluation,1,0.7,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-02T00:04:49,v0.1.0
7992,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.35,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7993,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7994,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7995,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.31,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7996,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7997,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7998,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7999,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8000,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8001,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8002,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8003,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8004,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8005,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
8006,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.72,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8007,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8008,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.42,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8010,apartment-building-registration,1,0.74,1,0.69,0.78,0.81,0.77,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8011,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.09,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8012,automated-speed-enforcement-locations,1,1,0.5,0.75,0.9,0.81,0.78,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8013,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.57,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8014,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.57,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8015,bicycle-parking-racks,1,0.84,1,0.12,0.86,0.71,0.6,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8016,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8017,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8018,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8019,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.78,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8020,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8021,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8022,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.66,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8023,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.59,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8024,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.58,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8025,business-incubation,1,1,0,0.12,0.94,0.55,0.3,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8026,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.76,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8027,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.62,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8028,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8030,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.4,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8031,clothing-drop-box-locations,1,0.86,1,0.84,0.99,0.94,1,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8032,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.33,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8033,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8034,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8035,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.95,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8036,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.76,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8037,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.92,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8038,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.76,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8039,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.28,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8040,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8041,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8042,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8043,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8044,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8045,fire-hydrants,1,1,1,0.12,0.83,0.72,0.61,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8046,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.85,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8047,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8048,highrise-residential-fire-inspection-results,1,0.47,1,0.38,0.53,0.6,0.4,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8049,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.53,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8050,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8051,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.39,0.12,0.69,0.52,0.26,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8052,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8053,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.95,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8054,mbncanada-performance-measures,1,0.95,0.75,0.12,0.79,0.61,0.42,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8055,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8056,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.33,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8057,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.79,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8058,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.79,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8059,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.79,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8060,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8061,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8062,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8063,patrol-zones,1,1,0,0.25,0.9,0.6,0.4,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8064,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.27,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8065,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8134,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.37,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8066,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8067,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8068,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.93,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8069,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8070,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8071,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.82,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8072,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.99,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8073,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.85,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8074,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8075,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.84,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8076,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8077,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8078,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.99,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8079,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.99,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8080,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.93,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8081,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.87,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8082,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.89,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8083,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.9,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8084,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.8,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8085,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.88,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8086,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.92,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8087,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.82,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8088,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.88,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8089,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.3,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8090,police-facility-locations,1,1,0,0.65,0.9,0.7,0.57,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8091,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.89,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8092,red-light-cameras,1,0.72,1,0.12,0.9,0.71,0.6,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8093,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8094,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8095,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.81,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8096,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.26,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8097,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.8,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8098,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.59,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8135,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8099,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.92,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8100,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.18,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8101,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.54,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8102,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.71,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8103,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.95,Gold,Gold,2020-12-02T00:04:49,v0.1.0
8104,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8105,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8106,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8107,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8108,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8109,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8110,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.62,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8111,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.63,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8112,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.64,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8113,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.7,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8114,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.63,Silver,Silver,2020-12-02T00:04:49,v0.1.0
8115,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.6,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8116,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
8117,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-12-02T00:04:49,v0.1.0
