_id,package,accessibility,completeness,freshness,metadata,usability,score,score_norm,grade,grade_norm,recorded_at,version
7723,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
9381,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.3,Bronze,Bronze,2020-12-12T00:05:28,v0.1.0
7724,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7725,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.31,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7726,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7727,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7728,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7729,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7730,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7731,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7732,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7733,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7734,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7735,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-11-29T00:04:28,v0.1.0
7736,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.71,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7737,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7738,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.41,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7739,apartment-building-evaluation,1,0.99,1,0.88,0.94,0.94,1,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7740,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.58,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
9382,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,1,Gold,Gold,2020-12-12T00:05:28,v0.1.0
7741,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.08,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7742,automated-speed-enforcement-locations,1,1,0.5,0.75,0.9,0.81,0.76,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7743,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.56,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7744,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.56,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7745,bicycle-parking-racks,1,0.71,0.75,0.12,0.82,0.64,0.45,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7746,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.29,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7747,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,0.99,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7748,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7749,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.77,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7750,bodysafe,1,0.69,1,0.61,0.61,0.72,0.6,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7751,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7752,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7753,building-permits-signs,1,0.89,1,0.12,0.87,0.72,0.6,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7754,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7755,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.57,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7756,business-incubation,1,1,0,0.12,0.94,0.55,0.29,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7757,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.75,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7758,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.61,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7759,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
9383,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-12T00:05:28,v0.1.0
7761,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7762,clothing-drop-box-locations,1,0.86,1,0.84,0.99,0.94,0.99,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7763,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.32,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7764,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7765,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7766,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.94,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7767,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.75,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7768,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.9,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7769,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.75,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7770,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.27,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7771,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7772,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7773,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7774,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7775,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7776,fire-hydrants,1,1,1,0.12,0.83,0.72,0.6,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7777,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.84,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7778,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7779,highrise-residential-fire-inspection-results,1,0.47,0.5,0.38,0.53,0.52,0.24,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7780,immunization-coverage-for-students,1,1,0.75,0.5,0.69,0.68,0.52,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7781,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7782,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.4,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7783,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7784,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7785,mbncanada-performance-measures,1,0.95,0.75,0.12,0.79,0.61,0.41,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7786,members-of-toronto-city-council-meeting-attendance,1,1,0,0.25,0.94,0.58,0.35,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7787,members-of-toronto-city-council-voting-record,1,1,0,0.25,0.9,0.56,0.32,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7788,mobile-watch-your-speed-program-speed-summary,1,1,1,0.88,0.6,0.82,0.78,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7789,motor-vehicle-collisions-involving-killed-or-seriously-injured-persons,1,0.6,1,0.87,0.75,0.82,0.78,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7790,neighbourhood-crime-rates,1,1,1,0.74,0.7,0.82,0.78,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7791,neighbourhood-profiles,1,1,0,0.12,0.57,0.41,0.05,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7792,neighbourhoods,1,0.87,0,0.12,0.86,0.54,0.28,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7793,on-street-permit-parking-area-maps,1,0.36,1,0.12,0.63,0.57,0.33,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7794,patrol-zones,1,1,0,0.25,0.9,0.6,0.39,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7795,places-of-interest-and-toronto-attractions,1,0.69,0,0.25,0.81,0.53,0.26,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7796,places-of-worship,1,0.51,0,0.25,0.75,0.49,0.19,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7865,wellbeing-youth-parenting-programs,1,0.8,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7797,police-annual-statistical-report-administrative,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7798,police-annual-statistical-report-complaint-dispositions,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7799,police-annual-statistical-report-dispatched-calls-by-division,1,1,1,0.88,0.92,0.9,0.92,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7800,police-annual-statistical-report-firearms-top-5-calibres,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7801,police-annual-statistical-report-gross-expenditures-by-division,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7802,police-annual-statistical-report-gross-operating-budget,1,1,1,0.75,0.83,0.84,0.81,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7803,police-annual-statistical-report-homicide,1,0.92,1,0.83,0.96,0.93,0.98,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7804,police-annual-statistical-report-investigated-alleged-misconduct,1,1,1,0.88,0.8,0.86,0.84,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7805,police-annual-statistical-report-miscellaneous-calls-for-service,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7806,police-annual-statistical-report-miscellaneous-data,1,1,1,0.67,0.92,0.85,0.83,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7807,police-annual-statistical-report-miscellaneous-firearms,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7808,police-annual-statistical-report-personnel-by-command,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7809,police-annual-statistical-report-personnel-by-rank,1,1,1,0.88,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7810,police-annual-statistical-report-personnel-by-rank-by-division,1,1,1,0.87,1,0.93,0.98,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7811,police-annual-statistical-report-regulated-interactions,1,1,1,0.75,1,0.9,0.92,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7812,police-annual-statistical-report-regulated-interactions-demographics,1,1,1,0.75,0.9,0.86,0.85,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7813,police-annual-statistical-report-reported-crimes,1,1,1,0.87,0.86,0.88,0.88,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7814,police-annual-statistical-report-search-of-persons,1,1,1,0.75,0.94,0.88,0.88,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7815,police-annual-statistical-report-shooting-occurrences,1,1,1,0.75,0.8,0.82,0.79,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7816,police-annual-statistical-report-top-20-offences-of-firearms-seizures,1,1,1,0.75,0.92,0.87,0.87,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7817,police-annual-statistical-report-total-public-complaints,1,1,1,0.88,0.9,0.89,0.91,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7818,police-annual-statistical-report-traffic-collisions,1,1,1,0.88,0.75,0.84,0.81,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7819,police-annual-statistical-report-victims-of-crime,1,1,1,0.88,0.83,0.87,0.86,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7820,police-boundaries,1,0.87,0,0.12,0.88,0.55,0.29,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7821,police-facility-locations,1,1,0,0.65,0.9,0.7,0.56,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7822,polls-conducted-by-the-city,1,0.99,1,0.62,0.92,0.87,0.88,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7823,red-light-cameras,1,0.72,1,0.12,0.9,0.71,0.59,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7824,registry-of-declared-interest,1,0.96,0,0.25,0.89,0.55,0.31,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7825,renewable-energy-installations,1,0.64,0,0.25,0.8,0.52,0.24,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7826,residential-front-yard-parking,1,1,1,0.62,0.8,0.83,0.8,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7827,retirement-homes,1,0.69,0,0.25,0.8,0.52,0.25,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7828,safety-zone-watch-your-speed-program-monthly-summary,1,1,1,0.88,0.62,0.83,0.79,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7829,school-locations-all-types,1,0.84,1,0.12,0.85,0.71,0.58,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7866,wellbeing-youth-recreation,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7830,school-safety-zone-watch-your-speed-program-locations,1,0.94,1,0.87,0.82,0.89,0.91,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7831,secondary-plans,1,0.73,0,0.12,0.75,0.48,0.17,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7832,site-and-area-specific-policies,1,0.58,1,0.12,0.86,0.68,0.53,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7833,solid-waste-pickup-schedule,1,1,1,0.25,1,0.78,0.7,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7834,stillbirth-registration-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-11-30T00:04:44,v0.1.0
7835,street-furniture-bench,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7836,street-furniture-bicycle-parking,1,0.92,1,0.25,0.82,0.74,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7837,street-furniture-information-pillar-wayfinding-structure,1,0.93,1,0.25,0.81,0.73,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7838,street-furniture-litter-receptacle,1,0.95,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7839,street-furniture-poster-board,1,0.94,1,0.25,0.8,0.73,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7840,street-furniture-poster-structure,1,0.96,1,0.25,0.81,0.74,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7841,street-furniture-public-washroom,1,0.98,1,0.25,0.77,0.73,0.61,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7842,street-furniture-publication-structure,1,0.96,1,0.25,0.79,0.73,0.62,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7843,street-furniture-transit-shelter,1,0.9,1,0.25,0.82,0.73,0.63,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7844,tcdsb-schools,1,1,0.74,0.57,0.8,0.77,0.69,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7845,toronto-community-housing-data,1,0.94,0.74,0.6,0.7,0.73,0.62,Silver,Silver,2020-11-30T00:04:44,v0.1.0
7846,traffic-control-devices,1,0.48,1,0.38,0.82,0.71,0.59,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7847,transportation-innovation-zones-stakeholder-workshops-results,1,0.59,0,0.87,0.88,0.66,0.5,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7848,wellbeing-youth-aboriginal-youth-services,1,0.82,0.5,0.12,0.92,0.64,0.47,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7849,wellbeing-youth-adult-education-upgrading,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7850,wellbeing-youth-affordable-housing-access,1,0.83,0,0.25,0.88,0.57,0.34,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7851,wellbeing-youth-alternative-adult-education,1,0.78,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7852,wellbeing-youth-concurrent-disorder-programs,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7853,wellbeing-youth-disability-supports-services,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7854,wellbeing-youth-educational-support,1,0.81,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7855,wellbeing-youth-employment-resources,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7856,wellbeing-youth-financial-services,1,0.79,0,0.25,0.91,0.58,0.35,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7857,wellbeing-youth-health-services,1,0.77,0,0.25,0.92,0.58,0.35,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7858,wellbeing-youth-housing-eviction-help,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7859,wellbeing-youth-legal-justice-support,1,0.81,0,0.25,0.92,0.59,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7860,wellbeing-youth-legal-support-advocacy,1,0.82,0,0.12,0.92,0.56,0.31,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7861,wellbeing-youth-lgbtq-resources,1,0.83,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7862,wellbeing-youth-life-skills-training,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7863,wellbeing-youth-mental-health,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7864,wellbeing-youth-newcomer-settlement-services,1,0.82,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7867,wellbeing-youth-refugee-housing,1,0.83,0,0.25,0.92,0.59,0.37,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7868,wellbeing-youth-sexual-health-services,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7869,wellbeing-youth-substance-use-treatment,1,0.79,0,0.25,0.92,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7870,wellbeing-youth-transitional-housing,1,0.82,0,0.25,0.91,0.58,0.36,Bronze,Bronze,2020-11-30T00:04:44,v0.1.0
7871,air-conditioned-and-cool-spaces-heat-relief-network,1,0.69,0.49,0.84,0.86,0.78,0.71,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7872,air-conditioned-public-places-cooling-centres,1,1,0,0.25,0.85,0.54,0.29,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7873,annual-summary-of-reportable-communicable-diseases,1,0.98,0.75,0.25,0.69,0.61,0.41,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7874,apartment-building-evaluation,1,0.99,1,0.88,0.94,0.94,1,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7875,apartment-building-registration,1,0.5,1,0.69,0.59,0.71,0.58,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7876,archaeological-potential-interim,1,0.68,0,0.12,0.63,0.43,0.08,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7877,automated-speed-enforcement-locations,1,1,0.5,0.75,0.9,0.81,0.76,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7878,bicycle-parking-bike-stations-indoor,1,0.79,1,0.12,0.83,0.7,0.56,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7879,bicycle-parking-high-capacity-outdoor,1,0.77,1,0.12,0.85,0.7,0.56,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7880,bicycle-parking-racks,1,0.71,0.75,0.12,0.82,0.64,0.45,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7881,bicycle-shops,1,0.75,0,0.25,0.84,0.55,0.29,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7882,bicycle-thefts,1,0.94,1,0.86,0.95,0.94,0.99,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7883,bikeways,1,0.74,1,0.12,0.77,0.67,0.51,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7884,blacklegged-tick-surveillance,1,1,0.75,0.88,0.81,0.82,0.77,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7886,building-permits-green-roofs,1,0.92,1,0.12,0.91,0.74,0.64,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7887,building-permits-pool-enclosures,1,0.99,1,0.12,0.9,0.75,0.65,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7888,building-permits-signs,1,0.89,1,0.12,0.87,0.72,0.6,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7889,building-permits-solar-hot-water-heaters,1,0.98,1,0.12,0.8,0.71,0.58,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7890,business-improvement-areas,1,0.94,1,0.12,0.81,0.7,0.57,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7891,business-incubation,1,1,0,0.12,0.94,0.55,0.29,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7892,catalogue-quality-scores,1,1,1,0.88,0.67,0.81,0.75,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7893,chemical-tracking-chemtrac,1,0.9,1,0.12,0.88,0.73,0.61,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7894,city-council-and-committees-meeting-schedule-reports,1,1,0,0.12,0.92,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7895,city-wards,1,0.72,1,0.12,0.74,0.65,0.48,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7896,civic-issue-questionnaire,1,1,0,0.25,1,0.6,0.39,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7897,clothing-drop-box-locations,1,0.86,1,0.84,0.99,0.94,0.99,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7898,community-council-boundaries,1,0.93,0,0.12,0.9,0.56,0.32,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7899,council-and-standing-committee-meeting-statistics,1,1,0,0.12,0.68,0.45,0.12,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7900,councillors-constituency-services-office-expense-reporting,1,0.6,0,0.12,0.73,0.42,0.07,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7901,covid-19-cases-in-toronto,1,1,1,0.88,0.94,0.91,0.94,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7902,daily-shelter-occupancy,1,1,1,0.38,0.96,0.8,0.75,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7903,death-registry-statistics,1,1,1,0.75,0.88,0.89,0.9,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7904,development-applications,1,0.96,0.5,0.75,0.89,0.8,0.75,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7905,doors-open-toronto-2016,1,0.98,0,0.12,0.91,0.53,0.27,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7906,doors-open-toronto-2017,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7907,doors-open-toronto-2018,1,1,0,0.12,0.91,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7908,elected-officials-contact-information,1,0.7,0,0.12,0.76,0.48,0.18,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7909,environmentally-significant-areas,1,0.64,0,0.25,0.74,0.5,0.21,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7910,field-information-reports,1,0.89,0,0.88,0.8,0.67,0.51,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7911,fire-hydrants,1,1,1,0.12,0.83,0.72,0.6,Silver,Silver,2020-12-01T00:04:57,v0.1.0
7912,fire-incidents,1,0.82,1,0.75,0.83,0.85,0.84,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7913,former-municipality-boundaries,1,0.81,0,0.12,0.84,0.53,0.26,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7914,highrise-residential-fire-inspection-results,1,0.47,1,0.38,0.53,0.6,0.4,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7915,immunization-coverage-for-students,1,1,0.74,0.5,0.69,0.68,0.52,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7916,king-st-transit-pilot-2015-king-street-traffic-counts,1,1,0,0.12,0.58,0.41,0.06,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7917,king-st-transit-pilot-bluetooth-travel-time-summary,1,1,0.39,0.12,0.69,0.52,0.25,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7918,king-st-transit-pilot-traffic-pedestrian-volumes-summary,1,1,0.49,0.12,0.69,0.54,0.28,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
7919,marriage-licence-statistics,1,1,1,0.62,1,0.91,0.93,Gold,Gold,2020-12-01T00:04:57,v0.1.0
7920,mbncanada-performance-measures,1,0.95,0.75,0.12,0.79,0.61,0.41,Bronze,Bronze,2020-12-01T00:04:57,v0.1.0
